Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,day_of_week,weekend_flag,total_minutes_tracked,sedentary_percentage,active_percentage,sedentary_ratio,active_intensity_ratio,calories_per_step,highly_active_day_flag,avg_daily_steps_per_user,avg_daily_calories,activity_consistency,active_mins_consistency,total_days_tracked,wear_compliance,wear_compliance_segment,user_activity_segment,weekend_activity_change,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,sleep_efficiency,sleep_consistency,avg_sleep_duration,sleep_deficit_category
1503960366,2016-03-25,11004,7.1100001335144,7.1100001335144,0.0,2.5699999332428,0.46000000834465,4.07000017166138,0.0,33,12,205,804,1819,Friday,0,1054,76.280834914611,23.719165085388994,0.7628083491461101,0.18,0.1653035259905489,1,12174.795918367347,1844.6326530612246,2668.455818911566,16.029681228025368,49,0.8032786885245902,high_compliance,active,-0.018287359112513963,1.0,351.0,386.0,0.9093264248704663,92.87948961873519,358.18,deficit
1503960366,2016-03-26,17609,11.5500001907349,11.5500001907349,0.0,6.92000007629395,0.730000019073486,3.91000008583069,0.0,89,17,274,588,2154,Saturday,1,968,60.74380165289256,39.25619834710744,0.6074380165289256,0.2789473684210526,0.12232381168720541,1,12174.795918367347,1844.6326530612246,2668.455818911566,16.029681228025368,49,0.8032786885245902,high_compliance,active,-0.018287359112513963,1.0,425.0,457.0,0.9299781181619255,92.87948961873519,358.18,optimal
1503960366,2016-03-27,12736,8.52999973297119,8.52999973297119,0.0,4.65999984741211,0.159999996423721,3.71000003814697,0.0,56,5,268,605,1944,Sunday,1,934,64.77516059957173,35.224839400428266,0.6477516059957173,0.18541033434650456,0.15263819095477388,1,12174.795918367347,1844.6326530612246,2668.455818911566,16.029681228025368,49,0.8032786885245902,high_compliance,active,-0.018287359112513963,3.0,495.0,521.0,0.9500959692898272,92.87948961873519,358.18,optimal
1503960366,2016-03-28,13231,8.93000030517578,8.93000030517578,0.0,3.19000005722046,0.790000021457672,4.94999980926514,0.0,39,20,224,1080,1932,Monday,0,1363,79.23697725605282,20.763022743947175,0.7923697725605282,0.20848056537102475,0.14602070894112312,1,12174.795918367347,1844.6326530612246,2668.455818911566,16.029681228025368,49,0.8032786885245902,high_compliance,active,-0.018287359112513963,1.0,73.0,77.0,0.948051948051948,92.87948961873519,358.18,deficit
1503960366,2016-03-29,12041,7.84999990463257,7.84999990463257,0.0,2.16000008583069,1.0900000333786,4.6100001335144,0.0,28,28,243,763,1886,Tuesday,0,1062,71.84557438794727,28.15442561205273,0.7184557438794726,0.18729096989966554,0.1566315090108795,1,12174.795918367347,1844.6326530612246,2668.455818911566,16.029681228025368,49,0.8032786885245902,high_compliance,active,-0.018287359112513963,1.0,349.0,378.0,0.9232804232804233,92.87948961873519,358.18,deficit
1503960366,2016-03-30,10970,7.15999984741211,7.15999984741211,0.0,2.35999989509583,0.509999990463257,4.28999996185303,0.0,30,13,223,1174,1820,Wednesday,0,1440,81.52777777777777,18.47222222222222,0.8152777777777778,0.16165413533834586,0.1659070191431176,1,12174.795918367347,1844.6326530612246,2668.455818911566,16.029681228025368,49,0.8032786885245902,high_compliance,active,-0.018287359112513963,,,,,,,
1503960366,2016-03-31,12256,7.8600001335144,7.8600001335144,0.0,2.28999996185303,0.490000009536743,5.03999996185303,0.0,33,12,239,820,1889,Thursday,0,1104,74.27536231884058,25.724637681159418,0.7427536231884058,0.15845070422535212,0.154128590078329,1,12174.795918367347,1844.6326530612246,2668.455818911566,16.029681228025368,49,0.8032786885245902,high_compliance,active,-0.018287359112513963,1.0,308.0,336.0,0.9166666666666666,92.87948961873519,358.18,deficit
1503960366,2016-04-01,12262,7.86999988555908,7.86999988555908,0.0,3.3199999332428,0.829999983310699,3.64000010490417,0.0,47,21,200,866,1868,Friday,0,1134,76.3668430335097,23.633156966490297,0.763668430335097,0.2537313432835821,0.1523405643451313,1,12174.795918367347,1844.6326530612246,2668.455818911566,16.029681228025368,49,0.8032786885245902,high_compliance,active,-0.018287359112513963,1.0,283.0,306.0,0.9248366013071896,92.87948961873519,358.18,deficit
1503960366,2016-04-02,11248,7.25,7.25,0.0,3.0,0.449999988079071,3.74000000953674,0.0,40,11,244,636,1843,Saturday,1,931,68.31364124597206,31.68635875402793,0.6831364124597207,0.17288135593220338,0.16385135135135134,1,12174.795918367347,1844.6326530612246,2668.455818911566,16.029681228025368,49,0.8032786885245902,high_compliance,active,-0.018287359112513963,1.0,439.0,509.0,0.862475442043222,92.87948961873519,358.18,optimal
1503960366,2016-04-03,10016,6.36999988555908,6.36999988555908,0.0,0.910000026226044,1.27999997138977,4.17999982833862,0.0,15,30,314,655,1850,Sunday,1,1014,64.5956607495069,35.404339250493095,0.645956607495069,0.12534818941504178,0.18470447284345048,1,12174.795918367347,1844.6326530612246,2668.455818911566,16.029681228025368,49,0.8032786885245902,high_compliance,active,-0.018287359112513963,1.0,379.0,426.0,0.8896713615023474,92.87948961873519,358.18,deficit
1503960366,2016-04-04,14557,9.80000019073486,9.80000019073486,0.0,3.39000010490417,0.699999988079071,5.69000005722046,0.0,43,18,285,757,2030,Monday,0,1103,68.63100634632819,31.368993653671808,0.6863100634632819,0.17630057803468208,0.13945181012571273,1,12174.795918367347,1844.6326530612246,2668.455818911566,16.029681228025368,49,0.8032786885245902,high_compliance,active,-0.018287359112513963,1.0,294.0,337.0,0.8724035608308606,92.87948961873519,358.18,deficit
1503960366,2016-04-05,14844,9.72999954223633,9.72999954223633,0.0,2.94000005722046,0.759999990463257,6.03999996185303,0.0,36,18,341,736,2083,Tuesday,0,1131,65.07515473032714,34.92484526967286,0.6507515473032714,0.13670886075949368,0.1403260576663972,1,12174.795918367347,1844.6326530612246,2668.455818911566,16.029681228025368,49,0.8032786885245902,high_compliance,active,-0.018287359112513963,1.0,280.0,309.0,0.9061488673139159,92.87948961873519,358.18,deficit
1503960366,2016-04-06,11974,7.67000007629395,7.67000007629395,0.0,2.03999996185303,0.479999989271164,5.15000009536743,0.0,27,12,228,1173,1861,Wednesday,0,1440,81.45833333333333,18.541666666666668,0.8145833333333333,0.14606741573033707,0.15542007683313847,1,12174.795918367347,1844.6326530612246,2668.455818911566,16.029681228025368,49,0.8032786885245902,high_compliance,active,-0.018287359112513963,,,,,,,
1503960366,2016-04-07,10198,6.44000005722046,6.44000005722046,0.0,1.20000004768372,0.790000021457672,4.44999980926514,0.0,17,20,195,1208,1755,Thursday,0,1440,83.88888888888889,16.11111111111111,0.8388888888888889,0.15948275862068967,0.17209256717003335,1,12174.795918367347,1844.6326530612246,2668.455818911566,16.029681228025368,49,0.8032786885245902,high_compliance,active,-0.018287359112513963,,,,,,,
